Word,Position,Level,Translation
drive,noun,A1,sürmek
drive,verb,A2,sürmek
driver,noun,A1,sürücü
driver's license/driving licence,noun,A2,sürücü belgesi/ehliyet
droop,noun,B2,sarkmak
drop,noun,A2,düşürmek
drop,verb,A1,düşürmek
dropout,noun,B2,bırakmak
drought,noun,B2,kuraklık
drown,verb,B1,bastırmak
drug,noun,A2,ilaç
drugstore,noun,A2,eczane
drum,noun,A1,davul
drunk,adjective,B1,sarhoş
dry,adjective,A1,kuru
dry,verb,A2,kuru
duck,noun,A2,ördek
dude,noun,B1,dostum
due,adjective,A1,vadesi dolmuş
duel,noun,B2,düello
dull,adjective,B1,sıkıcı
dumb,adjective,B2,sersem
dump,noun,B1,çöplük
dump,verb,B1,çöplük
duplicate,noun,B2,kopyalamak
duplication,noun,B2,çoğaltma
during,preposition,A2,sırasında
dust,noun,A2,toz
dustbin,noun,B1,Çöp kovası
dusty,adjective,B1,tozlu
duty,noun,B1,görev
duty-free,adjective,B1,gümrüksüz satış
duvet,noun,B1,yorgan
DVD,noun,A1,DVD
dwarf,noun,B2,cüce
dye,noun,B2,boya
dynamic,adjective,B2,dinamik
dynasty,noun,B1,hanedan
each,determiner,A1,her biri
each,pronoun,A1,her biri
each other,pronoun,A1,birbirine göre
eager,adjective,B1,istekli
eagerly,adverb,B2,hevesle
eagerness,noun,B1,şevk
eagle,noun,B2,kartal
ear,noun,A1,kulak
earache,noun,B1,kulak ağrısı
early,adjective,A2,erken
early,adverb,A1,erken
earn,verb,A2,para kazanmak
earnest,adjective,B1,ciddi
earnings,noun,B2,kazanç
earring,noun,A2,küpe
earth,noun,A2,toprak
earthquake,noun,A2,deprem
ease,noun,B2,kolaylaştırmak
ease,verb,B2,kolaylaştırmak
easily,adverb,A2,kolayca
east,adjective,A2,doğu
east,adverb,A2,doğu
east,noun,A2,doğu
eastern,adjective,B1,doğu
eastward,adverb,B2,doğuya doğru
easy,adjective,A1,kolay
easygoing/easy-going,adjective,B1,rahat / rahat
eat,verb,A1,yemek yemek
eco,noun,B1,eko
ecological,adjective,B1,ekolojik
ecologically,adverb,B2,ekolojik olarak
ecologist,noun,B2,ekolojist
ecology,noun,B1,ekoloji
economic,adjective,B1,ekonomik
economical,adjective,B2,ekonomik
economics,noun,B1,ekonomi
economist,noun,B2,iktisatçı
economy,noun,B1,ekonomi
ecosystem,noun,B1,ekosistem
ecstasy,noun,B1,vecd
ecstatic,adjective,B2,mest olmus
edge,noun,B1,kenar
edit,noun,B2,düzenlemek
edit,verb,B2,düzenlemek
edition,noun,B1,düzenleme
editor,noun,A2,editör
editorial,noun,B2,editoryal
educate,verb,B1,Eğitim vermek
educated,adjective,B2,eğitimli
education,noun,A2,eğitim
educational,adjective,A2,eğitici
educator,noun,B2,eğitimci
effect,noun,A2,etki
effective,adjective,B1,etkili
effectively,adverb,B2,etkili bir şekilde
effectiveness,noun,B2,verimlilik
efficiency,noun,B1,yeterlik
efficient,adjective,B1,verimli
effort,noun,A2,çaba
egg,noun,A1,Yumurta
eight,number,A1,sekiz
eighteen,number,A1,on sekiz
eighty,number,A1,seksen
either,adverb,A1,herhangi biri
either,conjunction,A2,herhangi biri
either,determiner,B1,herhangi biri
either,pronoun,B1,herhangi biri
elbow,noun,B1,dirsek
elderly,adjective,A2,yaşlı
elect,verb,B2,seçmek
election,noun,B1,seçim
elective,adjective,B2,seçmeli
electric,adjective,A2,elektrik
electrical,adjective,B1,elektriksel
electrician,noun,B2,elektrikçi
electricity,noun,B1,elektrik
electron,noun,B1,elektron
electronic,adjective,B1,elektronik
electronically,adverb,B2,elektronik olarak
electronics,noun,B2,elektronik
elegance,noun,B2,zarafet
elegant,adjective,B2,zarif
elegantly,adverb,B2,zarifçe
element,noun,B1,eleman
elemental,adjective,B2,temel
elementary,adjective,A1,temel
elephant,noun,A2,fil
elevator,noun,A2,asansör
eleven,number,A1,on bir
eligible,adjective,B2,hak sahibi
eliminate,verb,B1,elemek
elite,noun,B2,seçkinler
eloquence,noun,B2,belagat
eloquent,adjective,B2,anlamlı
else,adverb,A1,başka
elsewhere,adverb,A2,başka yerde
email,verb,A2,e-posta
email/e-mail/E-mail,noun,A1,e-posta/e-posta/E-posta
embarrass,verb,B1,utandırmak
embarrassed,adjective,B1,utanmış
embarrassing,adjective,A2,utandırıcı
embarrassment,noun,B1,utanç
embassy,noun,B2,elçilik
embrace,noun,B2,kucaklamak
emerge,verb,B1,meydana gelmek
emergence,noun,B2,ortaya çıkış
emergency,noun,A2,acil durum
emotion,noun,B1,duygu
emotional,adjective,B1,duygusal
emotionally,adverb,B1,duygusal olarak
emperor,noun,B1,imparator
emphasis,noun,B1,vurgu
emphasize/emphasize,verb,B1,vurgulamak/vurgulamak
emphatically,adverb,B2,kesinlikle
empire,noun,B1,imparatorluk
employ,verb,B2,kullanmak
employee,noun,B2,çalışan
employer,noun,B2,iş veren
employment,noun,B1,iş
empty,adjective,A2,boş
enable,verb,B1,olanak vermek
enclose,verb,B1,çevrelemek
encounter,noun,B1,rastlamak
encounter,verb,B2,rastlamak
encourage,verb,A2,cesaretlendirmek
encouragement,noun,B1,teşvik
encouraging,adjective,B1,teşvik edici
encyclopedia/encyclopaedia,noun,B1,ansiklopedi/ansiklopedi
end,noun,A1,son
end,verb,A2,son
endanger,verb,B1,tehlikeye atmak
endangered,adjective,A2,nesli tükenmekte olan
endeavor/endeavour,noun,B2,çaba/çaba
ending,noun,A2,bitirme
endless,adjective,B1,sonsuz
endlessly,adverb,B2,Sonsuza kadar
endorse,verb,B2,onaylamak
endurance,noun,B2,dayanıklılık
endure,verb,B1,dayanmak
enduring,adjective,B2,dayanıklı
enemy,noun,B1,düşman
energetic,adjective,A2,enerjik
energy,noun,B2,enerji
enforce,verb,B2,zorlamak
engage,verb,B1,angaje etmek
engaged,adjective,B1,nişanlı
engagement,noun,B2,nişanlanmak
engine,noun,B1,motor
engineer,noun,A1,mühendis
engineering,noun,B1,mühendislik
Englishman,noun,B1,İngiliz
engulf,verb,B2,yutmak
enhance,verb,B2,genişletmek
enjoy,verb,A1,Eğlence
enjoyable,adjective,B1,eğlenceli
enjoyment,noun,B1,zevk
enormous,adjective,A2,kocaman
enough,adverb,A2,yeterli
enough,determiner,A2,yeterli
enough,pronoun,A2,yeterli
enrich,verb,B1,zenginleştirmek
enroll/enrol,verb,B2,kayıt ol/kaydol
ensure,verb,B1,emin olmak
enter,verb,A2,girmek
enterprise,noun,B2,girişim
entertain,verb,B1,eğlendirmek
entertainer,noun,B1,şovmen
entertaining,adjective,B2,eğlenceli
entertainment,noun,A2,eğlence
enthusiasm,noun,B1,heves
enthusiast,noun,B1,meraklı
enthusiastic,adjective,B1,hevesli
enthusiastically,adverb,B2,coşkuyla
entire,adjective,B1,bütün
entirely,adverb,B1,Baştan sona
entitle,verb,B2,hak vermek
entrance,noun,A2,giriş
entrepreneur,noun,B2,girişimci
entry,noun,B1,giriş
envelope,noun,A2,mektup
environment,noun,B2,çevre
environmental,adjective,B1,çevresel
environmentalist,noun,B1,çevreci
environmentally,adverb,B2,çevresel
environmentally friendly,adjective,B2,Çevre dostu
envy,noun,A2,imrenmek
envy,verb,B2,imrenmek
episode,noun,A2,bölüm
equal,adjective,B1,eşit
equal,noun,B2,eşit
equal,verb,B2,eşit
equality,noun,B1,eşitlik
equally,adverb,B1,eşit olarak
equation,noun,B2,denklem
equip,verb,B2,donatmak
equipment,noun,B1,teçhizat
equity,noun,B2,Eşitlik
era,noun,B1,çağ
erect,adjective,B2,dik
error,noun,A2,hata
erupt,verb,B2,patlamak
eruption,noun,B2,patlama
escalator,noun,A2,yürüyen merdiven
escape,noun,A2,kaçmak
escape,verb,B1,kaçmak
especially,adverb,A2,özellikle
essay,noun,A2,makale
essayist,noun,B2,deneme yazarı
essence,noun,B1,öz
essential,adjective,B1,gerekli
essentially,adverb,B2,esasen
establish,verb,A2,kurmak
establishment,noun,B1,kuruluş
estate,noun,B2,arazi
estimate,noun,B2,tahmin etmek
estimate,verb,B1,tahmin etmek
estimated,adjective,B2,tahmini
eternal,adjective,B1,sonsuz
eternally,adverb,B2,sonsuza kadar
eternity,noun,B1,sonsuzluk
ethic,noun,B2,etik
ethnic,adjective,B2,etnik
euro,noun,A2,euro
evacuate,verb,B2,tahliye ediyorum
evacuation,noun,B2,tahliye
evaluate,verb,B2,değerlendirmek
evaluation,noun,B2,değerlendirme
even,adjective,B1,eşit
even,adverb,A2,eşit
evening,noun,A1,akşam
evenly,adverb,B1,eşit olarak
event,noun,A1,etkinlik
eventually,adverb,B1,sonunda
ever,adverb,A2,durmadan
everlasting,adjective,B2,sonsuz
every,determiner,A1,Her
everybody,pronoun,A1,herkes
everyday,adjective,A1,Her gün
everyone,pronoun,A1,herkes
everything,pronoun,A1,her şey
everywhere,adverb,A1,her yer
evidence,noun,A2,kanıt
evident,adjective,B1,belirgin
evidently,adverb,B2,açıkça
evil,adjective,B2,fenalık
evil,noun,B2,fenalık
evolution,noun,B2,evrim
evolve,verb,B2,evrim geçirmek
exact,adjective,B1,bire bir aynı
exactly,adverb,A2,Kesinlikle
exactness,noun,B2,kesinlik
exaggerate,noun,B2,abartmak
exaggeration,noun,B2,abartı
exalt,verb,B2,yüceltmek
exam,noun,A2,sınav
examination,noun,B1,muayene
examine,verb,B1,incelemek
examinee,noun,B2,sınava giren kişi
examiner,noun,B1,denetçi
example,noun,A1,örnek
exceed,verb,B2,aşmak
excel,verb,B2,excel
excellence,noun,B1,mükemmellik
excellent,adjective,A1,harika
except,conjunction,A2,hariç
except,preposition,A2,hariç
exception,noun,B2,istisna
exceptional,adjective,B2,olağanüstü
exceptionally,adverb,B2,istisnai olarak
excess,noun,B1,aşırı
excessive,adjective,B2,aşırı
exchange,noun,A2,değişme
exchange,verb,B1,değişme
exchange rate,noun,B1,Döviz kuru
excited,adjective,A1,heyecanlı
excitedly,adverb,B1,heyecanla
excitement,noun,B1,heyecanlanmak
exciting,adjective,A1,heyecan verici
exclaim,verb,B2,haykırmak
exclamation mark,noun,B2,ünlem işareti
exclude,verb,B2,hariç tutmak
exclusion,noun,B2,dışlama
exclusive,adjective,B1,özel
exclusively,adverb,B2,münhasıran
excursion,noun,B2,gezi
excuse,noun,A1,mazeret
excuse,verb,B1,mazeret
execute,verb,B2,uygulamak
execution,noun,B2,uygulamak
executive,adjective,B2,yönetici
executive,noun,B2,yönetici
exercise,noun,A2,egzersiz yapmak
exercise,verb,A1,egzersiz yapmak
exhaust,noun,B2,egzoz
exhausted,adjective,B1,yorgun
exhausting,adjective,B2,yorucu
exhaustion,noun,B2,bitkinlik
exhibit,verb,B2,sergilemek
exhibition,noun,A2,sergi
exile,noun,B2,sürgün
exist,verb,A2,var olmak
existence,noun,B1,varoluş
existing,adjective,B2,mevcut
exit,noun,B1,çıkış
exit,verb,B1,çıkış
exotic,adjective,B2,acayip
expand,verb,B1,genişletmek
expansion,noun,B2,genleşme
expect,verb,A2,beklemek
expectation,noun,B2,beklenti
expected,adjective,B2,beklenen
expedition,noun,B2,sefer
expense,noun,B1,gider
expensive,adjective,A1,masraflı
experience,noun,A2,deneyim
experience,verb,B1,deneyim
experienced,adjective,B1,Tecrübeli
experiment,noun,B1,deney
experiment,verb,B2,deney
expert,adjective,B2,uzman
expert,noun,A2,uzman
explain,verb,A2,açıklamak
explanation,noun,A2,açıklama
explode,verb,B2,patlamak
exploit,verb,B2,faydalanmak
exploration,noun,B1,keşif
explore,verb,A2,keşfetmek
explorer,noun,B2,kaşif
explosion,noun,B1,patlama
explosive,adjective,B2,patlayıcı
explosive,noun,B2,patlayıcı
export,noun,B2,ihracat
export,verb,B2,ihracat
expose,verb,B1,ortaya çıkarmak
express,noun,A2,ifade etmek
express,verb,B1,ifade etmek
expression,noun,A2,ifade
expressive,adjective,B2,anlamlı
exquisite,adjective,B2,enfes
extend,verb,B1,uzatmak
extension,noun,B2,eklenti
extensive,adjective,B2,yaygın
extensively,adverb,B1,kapsamlı olarak
extent,noun,B1,kapsam
external,adjective,B2,harici
extinct,adjective,B1,yok olmuş
extinction,noun,B1,nesli tükenme
extra,adjective,A2,ekstra
extra,adverb,A2,ekstra
extra,noun,B1,ekstra
extract,noun,B2,çıkarmak
extract,verb,B2,çıkarmak
extraordinarily,adverb,B2,olağanüstü
extraordinary,adjective,B1,olağanüstü
extreme,adjective,B1,aşırı
extreme sports,noun,B1,ekstrem Sporlar
extremely,adverb,A2,aşırı boyutta
exultant,adjective,B2,coşkulu
eye,noun,A1,göz
eyebrow,noun,B2,kaş
eyelash,noun,B2,kirpik
eyelid,noun,B2,göz kapağı
eyesight,noun,B1,görme yeteneği
fabric,noun,B2,kumaş
fabulous,adjective,B2,efsanevi
face,noun,A1,yüz
face,verb,A2,yüz
face to face,adverb,B1,yüz yüze
face-to-face,adjective,B1,yüz yüze
facilitate,verb,B2,kolaylaştırmak
facilities,noun,B2,tesisler
facility,noun,B1,tesis
fact,noun,A2,hakikat
factor,noun,B2,faktör
factory,noun,A1,fabrika
faculty,noun,B2,Fakülte
fade,verb,B1,solmak
fail,verb,A2,hata
failure,noun,B1,arıza
faint,adjective,B1,bayılmak
faint,verb,B2,bayılmak
fair,adjective,A1,adil
fair,noun,B1,adil
fairly,adverb,A2,adil bir şekilde
fairy,noun,A1,peri
faith,noun,B2,inanç
faithful,adjective,B1,sadık
fake,adjective,B1,sahte
fall,noun,B1,düşmek
fall,verb,A2,düşmek
fallen,adjective,B1,düşmüş
false,adjective,A1,YANLIŞ
falter,verb,B2,titremek
fame,noun,B2,şöhret
familiar,adjective,A2,aşina
familiarize/familiarise,verb,B2,tanımak/tanımak
family,noun,A1,aile
famous,adjective,A1,ünlü
fan,noun,A1,fan
fancy,adjective,A2,süslü
fancy,noun,B1,süslü
fancy,verb,B1,süslü
fantastic,adjective,A2,fantastik
fantastically,adverb,B2,fevkalade
fantasy,noun,B1,fantezi
far,adjective,B2,uzak
far,adverb,A2,uzak
faraway,adjective,B1,uzak
fare,noun,A2,Ücret
farewell,noun,B1,veda
farm,noun,A1,çiftlik
farmer,noun,A1,çiftçi
farming,noun,B1,çiftçilik
farmland,noun,B1,tarım arazisi
farther,adverb,B1,daha uzak
farthest,adverb,B1,en uzak
fascinate,verb,B1,cezbetmek
fascinated,adjective,B2,büyülenmiş
fascinating,adjective,A2,büyüleyici
fascination,noun,B2,büyüleyici
fashion,noun,A2,moda
fashionable,adjective,B1,moda
fast,adjective,A1,hızlı
fast,adverb,A1,hızlı
fast food,noun,A2,Fast food
fasten,verb,B1,tutturmak
fat,adjective,A1,yağ
fat,noun,B2,yağ
fatal,adjective,B2,ölümcül
fate,noun,B2,kader
father,noun,A1,baba
father-in-law,noun,B2,kayınpeder
fault,noun,A2,arıza
faulty,adjective,B2,hatalı
favor/favour,noun,A2,iyilik/iyilik
favorable/favourable,adjective,B1,olumlu/olumlu
favorite/favourite,adjective,A1,en sevdiğin favorin
favorite/favourite,noun,A1,en sevdiğin favorin
fax,noun,B1,faks
fax,verb,B1,faks
fear,noun,A2,korku
fear,verb,B2,korku
fearsome,adjective,B2,korkunç
feast,noun,B1,bayram
feat,noun,B2,ustalık
feather,noun,A2,tüy
feature,noun,A2,özellik
feature,verb,B2,özellik
February,noun,A1,Şubat
fed up,adjective,B2,bıkkın
federal,adjective,B2,federal
fee,noun,A2,ücret
feed,noun,A1,beslemek
feed,verb,B1,beslemek
feedback,noun,B2,geri bildirim
feel,noun,A2,hissetmek
feel,verb,A1,hissetmek
feeling,noun,A1,his
fellow,adjective,B2,aynı tür
fellow,noun,B1,aynı tür
female,adjective,A2,dişi
female,noun,B2,dişi
fence,noun,A2,çit
ferry,noun,B1,feribot
ferryboat,noun,B2,feribot
festival,noun,A1,Festival
festive,adjective,B1,festival
fetch,verb,B1,gidip getirmek
fever,noun,A1,ateş
feverishly,adverb,B1,hararetli bir şekilde
few,determiner,A2,bir kaç
few,pronoun,B1,bir kaç
fiber/fibre,noun,B2,lif/lif
fiction,noun,A2,kurgu
fictional,adjective,B2,kurgusal
field,noun,A1,alan
fierce,adjective,B2,şiddetli
fifteen,number,A1,on beş
fifth,noun,B1,beşinci
fifty,number,A1,elli
fight,noun,A1,kavga
fight,verb,B1,kavga
fighter,noun,A2,savaşçı
fighting,noun,B2,savaş
figurative,adjective,B2,mecazi
figure,noun,A2,figür
figure,verb,A2,figür
file,noun,A1,dosya
file,verb,B2,dosya
filial,adjective,B2,evlat
fill,verb,A1,doldurmak
filling,noun,B1,dolgu
film,noun,A2,film
film,verb,B1,film
film-maker,noun,B1,film yapımcısı
filter,noun,B1,filtre
final,adjective,A2,son
final,noun,A2,son
finally,adverb,A2,Sonunda
finance,noun,B2,finans
finance,verb,B1,finans
financial,adjective,B1,parasal
financially,adverb,B2,finansal olarak
find,verb,A1,bulmak
finding,noun,B1,bulma
fine,adjective,A1,iyi
fine,adverb,B2,iyi
fine,noun,B1,iyi
fine,verb,B2,iyi
finely,adverb,B2,incecik
finger,noun,B1,parmak
fingernail,noun,B2,tırnak
finish,noun,A1,sona ermek
finish,verb,A1,sona ermek
fire,noun,A1,ateş
fire,verb,B2,ateş
fire brigade,noun,B2,itfaiye
fire station,noun,B1,itfaiye
firearm,noun,B2,ateşli silah
firefighter,noun,B1,itfaiyeci
fireplace,noun,B2,şömine
firework,noun,B1,havai fişek
firm,adjective,B1,firma
firm,noun,B1,firma
firmly,adverb,B1,sıkıca
firmness,noun,B2,sertlik
first,adjective,A1,Birinci
first,adverb,A1,Birinci
first floor,noun,B1,birinci kat
first lady,noun,B1,ilk bayan
first language,noun,B2,ilk dil
first name,noun,A2,ilk adı
first person,noun,B2,birinci şahıs
first-floor,adjective,B1,birinci kat
firstly,adverb,B2,İlk önce
fiscal,adjective,B2,mali
fish,noun,A1,balık
fish,verb,B1,balık
fisherman,noun,A2,balıkçı
fishing,noun,A1,Balık tutma
fit,adjective,A2,yerleştirmek
fit,noun,B2,yerleştirmek
fit,verb,B1,yerleştirmek
fitness,noun,B1,Fitness
five,number,A1,beş
fix,noun,A2,düzeltmek
fix,verb,B1,düzeltmek
fixed,adjective,B2,sabit
flag,noun,A1,bayrak
flame,noun,B2,alev
flap,verb,B2,kapak
flash,adjective,B1,flaş
flash,noun,B2,flaş
flash,verb,B2,flaş
flat,adjective,B1,düz
flat,adverb,B2,düz
flat,noun,A1,düz
flavor/flavour,noun,B1,tat/lezzet
flaw,noun,B2,kusur
flawless,adjective,B2,kusursuz
flax,noun,B2,keten
flea,noun,A2,Pire
flee,verb,B2,kaçmak
fleet,noun,B2,filo
flesh,noun,B2,et
flexibility,noun,B2,esneklik
flexible,adjective,B2,esnek
flexibly,adverb,B2,esnek bir şekilde
flight,noun,A2,uçuş
flip,verb,B2,çevir
float,noun,A2,batmadan yüzmek
float,verb,B1,batmadan yüzmek
flock,noun,B1,sürü
flood,noun,A2,sel basmak
flood,verb,B1,sel basmak
floor,noun,A1,zemin
flour,noun,A2,un
flow,noun,B1,akış
flow,verb,B1,akış
flower,noun,A1,çiçek
flu,noun,B1,nezle
fluency,noun,B2,akıcılık
fluent,adjective,B1,akıcı
fluently,adverb,B1,akıcı
fluid,adjective,B2,sıvı
flunk,verb,B1,başarısız olmak
flute,noun,B1,flüt
flutter,noun,B2,çarpıntı
fly,noun,A1,uçmak
fly,verb,A1,uçmak
focus,noun,B2,odak
focus,verb,A1,odak
fog,noun,A2,sis
foggy,adjective,A1,sisli
fold,noun,B1,katlamak
fold,verb,B1,katlamak
folder,noun,A2,dosya
folk,noun,B1,halk
follow,verb,A2,takip etmek
follower,noun,B2,takipçi
following,adjective,A1,takip etme
following,preposition,B2,takip etme
folly,noun,B2,aptallık
fond,adjective,B1,düşkün
fondly,adverb,B2,severek
fondness,noun,B1,sevgi
food,noun,A1,yiyecek
fool,noun,A2,aptal
fool,verb,B1,aptal
foolish,adjective,B1,aptalca
foolishly,adverb,B2,aptalca
foot,noun,B1,ayak
football,noun,A1,Futbol
footballer,noun,A2,futbolcu
footnote,noun,B2,dipnot
for,conjunction,A2,için
for,preposition,A1,için
forbid,verb,A2,yasaklamak
forbidden,adjective,B1,yasaklı
force,noun,A2,güç
force,verb,B2,güç
forcefully,adverb,B2,zorla
forecast,noun,B1,tahmin etmek
forehead,noun,B1,alın
foreign,adjective,A1,yabancı
foreigner,noun,A1,yabancı
foreman,noun,B2,ustabaşı
foresee,verb,B2,öngörmek
forest,noun,A2,orman
forestry,noun,B2,ormancılık
forever,adverb,A2,sonsuza kadar
forget,verb,A1,unutmak
forgive,verb,B1,affetmek
fork,noun,A2,çatal
form,noun,A1,biçim
form,verb,B1,biçim
formal,adjective,B1,resmi
formally,adverb,B1,resmen
format,noun,B1,biçim
format,verb,B1,biçim
formation,noun,B2,formasyon
former,adjective,B1,önceki
formerly,adverb,B2,vakti zamanında
formidable,adjective,B2,zorlu
formula,noun,B1,formül
forth,adverb,B1,ileri
forthcoming,adjective,B2,gelecek
fortnight,noun,B1,iki hafta
fortunate,adjective,B1,şanslı
fortunately,adverb,A2,neyse ki
fortune,noun,A2,talih
forty,number,A1,kırk
forward,adverb,A2,ileri
foul,adjective,B2,faul
found,verb,B2,kurmak
foundation,noun,B1,temel
fountain,noun,B1,Çeşme
four,number,A1,dört
fourteen,number,A1,on dört
fox,noun,B2,tilki
fragment,noun,B1,parça
fragrance,noun,B2,koku
frame,noun,A2,çerçeve
frame,verb,B2,çerçeve
frank,adjective,A2,açık sözlü
frankly,adverb,B2,açıkçası
frantically,adverb,B2,çılgınca
fraud,noun,B2,sahtekar
freak,verb,B2,çatlak
free,adjective,A1,özgür
free,adverb,A2,özgür
free,verb,B2,özgür
freedom,noun,A2,özgürlük
freely,adverb,B1,özgürce
freeze,verb,A2,donmak
freezer,noun,B1,dondurucu
freezing,adjective,B1,donmak
frequency,noun,B1,sıklık
frequent,adjective,B1,sık
frequently,adverb,B1,sıklıkla
fresh,adjective,A2,taze
freshman,noun,B1,birinci sınıf öğrencisi
Friday,noun,A1,Cuma
fridge,noun,A2,buzdolabı
fried,adjective,A2,kızarmış
friend,noun,A1,arkadaş
friendliness,noun,B1,samimiyet
friendly,adjective,B2,arkadaşça
friendship,noun,A2,dostluk
frigate,noun,B2,firkateyn
fright,noun,B1,korku
frighten,verb,A2,korkutmak
frightened,adjective,A2,korkmuş
frightening,adjective,A2,korkutucu
frog,noun,A1,kurbağa
from,preposition,A1,itibaren
front,adjective,A1,ön
front,noun,A2,ön
frontier,noun,B2,sınır
frost,noun,B1,don
frozen,adjective,B1,dondurulmuş
frugal,adjective,B2,tutumlu
fruit,noun,A1,meyve
frustrated,adjective,B1,hüsrana uğramış
frustration,noun,B1,hüsran
fry,noun,A2,yağda kızartmak
fry,verb,B1,yağda kızartmak
frying pan,noun,B1,kızartma tavası
fuel,noun,B1,yakıt
fulfill/fulfil,verb,B2,yerine getirmek / yerine getirmek
full,adjective,A1,tam dolu
full stop,noun,B1,tam durak
full-time,adjective,B1,tam zamanlı
full-time,adverb,B1,tam zamanlı
fully,adverb,A2,tamamen
fume,noun,B2,duman
fun,adjective,A1,eğlence
fun,noun,A1,eğlence
function,noun,B1,işlev
function,verb,A2,işlev
functional,adjective,B2,fonksiyonel
functionality,noun,B2,işlevsellik
fund,noun,B1,"fon, sermaye"
fund,verb,B1,"fon, sermaye"
fundamental,adjective,B2,esas
funeral,noun,B1,cenaze
funk,noun,B2,korkak
funky,adjective,B2,Korkak
funny,adjective,A1,eğlenceli
fur,noun,B1,kürk
furious,adjective,B2,çok öfkeli
furiously,adverb,B2,öfkeyle
furnish,verb,B1,döşemek
furniture,noun,A2,mobilya
furor/furore,noun,B2,öfke/öfke
further,adjective,A2,daha öte
further,adverb,B1,daha öte
furthermore,adverb,B1,üstelik
furthest,adverb,B1,en uzak
fuss,noun,B1,yaygara
future,adjective,B1,gelecek
future,noun,A1,gelecek
gaiety,noun,B2,neşe
gain,noun,B1,kazanmak
gain,verb,B1,kazanmak
gall,noun,B1,safra
gallery,noun,A2,galeri
gallon,noun,B1,galon
gambling,noun,B2,kumar
game,noun,A1,oyun
gang,noun,B2,çete
gangster,noun,B2,gangster
gap,noun,B1,açıklık
garage,noun,A2,garaj
garbage,noun,A1,çöp
garden,noun,A1,bahçe
gardener,noun,B2,bahçıvan
gardening,noun,B1,Bahçıvanlık
garlic,noun,A2,sarımsak
garment,noun,B1,giysi
gas,noun,A2,gaz
gasp,noun,B2,nefesi kesilmek
gate,noun,A2,geçit
gateway,noun,B2,geçit
gather,verb,A2,toplamak
gaudy,adjective,B2,şatafatlı
gay,adjective,B1,eşcinsel
gaze,noun,B2,bakış
gear,noun,B2,vites
gee,interjection,B1,vay be
gender,noun,A2,cinsiyet
gene,noun,B1,gen
general,adjective,B1,genel
general,noun,B1,genel
generalization/generalisation,noun,B2,genelleme/genelleme
generalize/generalise,verb,B2,genellemek/genelleştirmek
generally,adverb,B1,genel olarak
generate,verb,B1,oluşturmak
generation,noun,A2,nesil
generosity,noun,B2,cömertlik
generous,adjective,B1,cömert
generously,adverb,B2,Cömertçe
genetic,adjective,B1,genetik
genetically,adverb,B1,genetik olarak
genetics,noun,B1,genetik
genius,noun,B2,dahi
genre,noun,B2,tür
gentle,adjective,A2,nazik
gentleman,noun,B1,beyefendi
gently,adverb,B2,nazikçe
genuine,adjective,B2,eşsiz
genuinely,adverb,B2,gerçekten
geographic,adjective,B2,coğrafi
geographical,adjective,B1,coğrafi
geography,noun,B1,coğrafya
geology,noun,B1,jeoloji
germ,noun,B2,mikrop
gesture,noun,B1,jest yapmak
get,verb,A1,elde etmek
getaway,noun,B2,kurtulmak
ghetto,noun,B2,getto
ghost,noun,A1,hayalet
giant,adjective,B1,devasa
gift,noun,A1,hediye
gifted,adjective,B1,yetenekli
giggle,noun,B1,kıkırdama
ginger,noun,B1,zencefil
giraffe,noun,B1,zürafa
girl,noun,A1,kız
girlfriend,noun,A1,kız arkadaşı
give,verb,A1,vermek
giveaway,noun,B2,vermek
given,adjective,A2,verildi
glacis,noun,B2,buz
glad,adjective,A1,memnun
glamorous/glamourous,adjective,B2,göz kamaştırıcı / göz kamaştırıcı
glance,noun,B1,bakış atmak
glance,verb,B1,bakış atmak
glare,noun,B2,parlama
glass,noun,A1,bardak
glasses,noun,A1,gözlük
gleam,noun,B2,parıltı
glee,noun,B2,neşe
glide,noun,B1,süzülmek
glimpse,noun,B1,bakış
glint,noun,B1,ışıltı
global,adjective,B1,küresel
global warming,noun,B2,küresel ısınma
globally,adverb,B2,küresel olarak
globe,noun,A2,küre
glocal,adjective,B2,küresel
gloomy,adjective,B2,kasvetli
glorify,verb,B2,yüceltmek
glorious,adjective,B1,muhteşem
glory,noun,B1,görkem
glove,noun,A2,eldiven
glow,noun,B2,parıltı
go,noun,B1,Gitmek
go,verb,A1,Gitmek
goal,noun,A1,amaç
goalkeeper,noun,B1,kaleci
goat,noun,B2,keçi
god,noun,B2,Tanrı
goddess,noun,B1,tanrıça
godly,adjective,B2,dindar
gold,adjective,A1,altın
gold,noun,A2,altın
golden,adjective,A2,altın
golf,noun,A2,golf
golfer,noun,B1,golfçü
good,adjective,A1,iyi
good,noun,B2,iyi
good afternoon,interjection,A1,tünaydın
good morning,interjection,A1,Günaydın
good night,interjection,A1,iyi geceler
good-looking,adjective,A2,iyi görünümlü
goodness,interjection,B1,iyilik
goods,noun,B1,mal
goodwill,noun,B2,iyi niyet
gook,noun,B2,güzel
gorge,noun,B2,geçit
gorgeous,adjective,B1,muhteşem
gorilla,noun,B1,goril
gossip,noun,B1,dedikodu
gossip,verb,B2,dedikodu
govern,verb,B1,yönetmek
government,noun,A2,devlet
governmental,adjective,B2,hükümete ait
governor,noun,B1,Vali
gown,noun,B1,elbise
grab,verb,B1,yakalamak
