word_id,word_language,word_level,word_position,word_translation,word_word
1376,English,B2,verb,itiraf etmek,confess
1377,English,B2,noun,itiraf,confession
1378,English,B1,noun,kendinden emin,confidence
1379,English,A2,adjective,kendinden emin,confident
1380,English,B2,adverb,kendine güvenerek,confidently
1381,English,B2,verb,sınırlamak,confine
1382,English,B1,verb,onaylamak,confirm
1383,English,B1,noun,Onayla,confirmation
1384,English,B1,noun,anlaşmazlık,conflict
1385,English,B2,verb,karşısına çıkmak,confront
1386,English,A2,verb,kafası karışmak,confuse
1387,English,A2,adjective,kafası karışmış,confused
1388,English,B1,adjective,kafa karıştırıcı,confusing
1389,English,B1,noun,"bilinç bulanıklığı, konfüzyon",confusion
1390,English,B1,verb,tebrik etmek,congratulate
1391,English,B2,noun,bağlaç,conjunction
1392,English,B1,verb,bağlamak,connect
1393,English,B1,noun,bağlantı/bağlantı,connection/connexion
1394,English,B1,verb,fethetmek,conquer
1395,English,B2,noun,fetih,conquest
1396,English,B2,noun,vicdan,conscience
1397,English,B1,adjective,bilinçli,conscious
1398,English,B2,noun,bilinç,consciousness
1399,English,B2,noun,uzlaşma,consensus
1400,English,B2,noun,onay,consent
1401,English,A2,noun,sonuçlar,consequence
1402,English,B1,adverb,sonuç olarak,consequently
1403,English,B1,noun,koruma,conservation
1404,English,B1,adjective,tutucu,conservative
1405,English,A2,verb,dikkate almak,consider
1406,English,B1,adjective,hatırı sayılır,considerable
1407,English,B2,adverb,önemli ölçüde,considerably
1408,English,B1,noun,düşünce,consideration
1409,English,B2,conjunction,düşünen,considering
1410,English,B2,preposition,düşünen,considering
1411,English,A2,verb,meydana gelmek,consist
1412,English,B2,adjective,tutarlı,consistent
1413,English,B2,noun,teselli,consolation
1414,English,B2,verb,konsol,console
1415,English,B1,noun,ünsüz,consonant
1416,English,B2,adjective,devamlı,constant
1417,English,B1,adverb,sürekli,constantly
1418,English,B1,verb,oluşturmak,constitute
1419,English,B1,noun,anayasa,constitution
1420,English,B1,verb,inşa etmek,construct
1421,English,B1,noun,yapı,construction
1422,English,B2,verb,danışmak,consult
1423,English,B2,noun,danışman,consultant
1424,English,B1,verb,tüketmek,consume
1425,English,B1,noun,tüketici,consumer
1426,English,B1,noun,tüketim,consumption
1427,English,A2,noun,temas etmek,contact
1428,English,A2,verb,temas etmek,contact
1429,English,B1,verb,içermek,contain
1430,English,A2,noun,konteyner,container
1431,English,B2,verb,kirletmek,contaminate
1432,English,B2,adjective,modern,contemporary
1433,English,B2,noun,küçümseme,contempt
1434,English,B2,adjective,içerik,content
1435,English,B1,noun,içerik,content
1436,English,A1,noun,yarışma,contest
1437,English,A2,noun,bağlam,context
1438,English,A2,noun,kıta,continent
1439,English,B1,adjective,sürekli,continual
1440,English,B1,adverb,sürekli,continually
1441,English,A2,verb,devam etmek,continue
1442,English,B1,adjective,sürekli,continuous
1443,English,B1,adverb,devamlı olarak,continuously
1444,English,B2,noun,sözleşme,contract
1445,English,B2,verb,çelişmek,contradict
1446,English,B2,noun,çelişki,contradiction
1447,English,B2,adjective,çelişkili,contradictory
1448,English,B1,adjective,aksine,contrary
1449,English,A2,noun,zıtlık,contrast
1450,English,B1,verb,katkı yapmak,contribute
1451,English,B1,noun,katkı,contribution
1452,English,A2,noun,kontrol,control
1453,English,B1,verb,kontrol,control
1454,English,B1,adjective,tartışmalı,controversial
1455,English,B2,noun,tartışma,controversy
1456,English,A2,noun,kolaylık,convenience
1457,English,A2,adjective,uygun,convenient
1458,English,B2,adverb,rahatlıkla,conveniently
1459,English,B2,noun,ortak düşünce,convention
1460,English,B2,adjective,geleneksel,conventional
1461,English,A1,noun,konuşma,conversation
1462,English,B2,noun,sohbet etmek,converse
1463,English,B2,adverb,tersine,conversely
1464,English,B2,noun,dönüştürmek,conversion
1465,English,B2,verb,dönüştürmek,convert
1466,English,B1,verb,iletmek,convey
1467,English,B1,verb,ikna etmek,convince
1468,English,B2,adjective,ikna edilmiş,convinced
1469,English,A1,noun,aşçı,cook
1470,English,A1,verb,aşçı,cook
1471,English,A2,noun,Ocak,cooker
1472,English,A1,noun,kurabiye,cookie
1473,English,A2,noun,yemek pişirmek,cooking
1474,English,A1,adjective,Serin,cool
1475,English,B2,verb,Serin,cool
1476,English,A2,noun,soğutucu,cooler
1477,English,B2,verb,işbirliği yapmak,cooperate
1478,English,B2,noun,işbirliği,cooperation
1479,English,B2,adjective,kooperatif,cooperative
1480,English,A1,noun,polis,cop
1481,English,B2,verb,başa çıkmak,cope
1482,English,B2,noun,bakır,copper
1483,English,A1,noun,kopyala,copy
1484,English,A2,verb,kopyala,copy
1485,English,B1,noun,telif hakkı,copyright
1486,English,B2,noun,mercan,coral
1487,English,B2,noun,çekirdek,core
1488,English,A1,noun,Mısır,corn
1489,English,A1,noun,köşe,corner
1490,English,B2,noun,köşetaşı,cornerstone
1491,English,B2,noun,dondurma külahı,cornet
1492,English,B2,noun,korona,corona
1493,English,B2,adjective,onbaşı,corporal
1494,English,B2,adjective,Kurumsal,corporate
1495,English,B2,noun,şirket,corporation
1496,English,A1,adjective,doğru,correct
1497,English,B2,verb,doğru,correct
1498,English,B1,noun,düzeltme,correction
1499,English,A2,adverb,doğru şekilde,correctly
1500,English,B2,noun,doğruluk,correctness
1501,English,B2,verb,karşılık,correspond
1502,English,B2,noun,yazışma,correspondence
1503,English,B2,noun,muhabir,correspondent
1504,English,B2,adjective,karşılık gelen,corresponding
1505,English,B2,noun,koridor,corridor
1506,English,B2,adjective,yozlaşmış,corrupt
1507,English,B2,noun,yolsuzluk,corruption
1508,English,A2,noun,maliyet,cost
1509,English,A2,verb,maliyet,cost
1510,English,B2,adjective,pahalı,costly
1511,English,B2,noun,kostüm,costume
1512,English,B2,noun,kır evi,cottage
1513,English,B1,noun,pamuk,cotton
1514,English,A1,noun,kanepe,couch
1515,English,B2,noun,öksürük,cough
1516,English,B1,verb,öksürük,cough
1517,English,A1,modal auxiliary,abilir,could
1518,English,B1,noun,konsey,council
1519,English,B1,noun,danışmanlık/danışmanlık,counseling/counselling
1520,English,B1,noun,saymak,count
1521,English,A2,verb,saymak,count
1522,English,B2,noun,tezgah,counter
1523,English,B1,verb,tezgah,counter
1524,English,B1,adjective,sayısız,countless
1525,English,A2,noun,ülke,country
1526,English,B2,noun,taşralı,countryman
1527,English,A2,noun,kırsal kesim,countryside
1528,English,B2,adjective,ülke çapında,countrywide
1529,English,B1,noun,ilçe,county
1530,English,A2,noun,çift,couple
1531,English,B1,noun,cesaret,courage
1532,English,B1,adjective,cesur,courageous
1533,English,B1,noun,kabak,courgette
1534,English,A1,noun,kurs,course
1535,English,A2,noun,mahkeme,court
1536,English,B2,noun,nezaket,courtesy
1537,English,A1,noun,kuzen,cousin
1538,English,A1,noun,kapak,cover
1539,English,A2,verb,kapak,cover
1540,English,A1,noun,inek,cow
1541,English,B2,noun,korkak,coward
1542,English,B2,adjective,korkakça,cowardly
1543,English,B2,noun,rahatlık/rahatlık,coziness/cosiness
1544,English,B2,adjective,rahat/rahat,cozy/cosy
1545,English,B2,noun,yengeç,crab
1546,English,B2,noun,çatırtı,crack
1547,English,B2,verb,çatırtı,crack
1548,English,B1,noun,zanaat,craft
1549,English,B2,noun,zanaatkar,craftsman
1550,English,B1,noun,kaza,crash
1551,English,B1,verb,kaza,crash
1552,English,B2,noun,krater,crater
1553,English,B2,verb,sürünmek,crawl
1554,English,A2,adjective,deli,crazy
1555,English,A2,adjective,krem,cream
1556,English,A1,noun,krem,cream
1557,English,B2,noun,kırışık,crease
1558,English,A2,verb,yaratmak,create
1559,English,B2,noun,yaratılış,creation
1560,English,A2,adjective,yaratıcı,creative
1561,English,B2,adverb,yaratıcı bir şekilde,creatively
1562,English,A2,noun,yaratıcılık,creativity
1563,English,B1,noun,yaratıcı,creator
1564,English,A2,noun,yaratık,creature
1565,English,A2,noun,kredi,credit
1566,English,A1,noun,kredi kartı,credit card
1567,English,B2,noun,dere,creek
1568,English,B2,adjective,ürpertici,creepy
1569,English,B2,noun,mürettebat,crew
1570,English,A2,noun,kriket,cricket
1571,English,A2,noun,suç,crime
1572,English,B2,adjective,adli,criminal
1573,English,B1,noun,adli,criminal
1574,English,B2,noun,sakat,cripple
1575,English,B1,noun,kriz,crisis
1576,English,A2,noun,gevrek,crisp
1577,English,B1,noun,eleştirmen,critic
1578,English,B1,adjective,kritik,critical
1579,English,B2,adverb,eleştirel olarak,critically
1580,English,B2,noun,eleştiri,criticism
1581,English,A2,verb,eleştirmek/eleştirmek,criticize/criticise
1582,English,B2,noun,timsah,crocodile
1583,English,B1,noun,mahsul,crop
1584,English,A2,noun,geçmek,cross
1585,English,A2,verb,geçmek,cross
1586,English,B1,noun,geçit,crossing
1587,English,B2,adverb,çapraz,crossly
1588,English,B1,noun,kavşak,crossroads
1589,English,B1,noun,karga,crow
1590,English,A2,noun,kalabalık,crowd
1591,English,A2,adjective,kalabalık,crowded
1592,English,A2,noun,taç,crown
1593,English,B2,adjective,hayati,crucial
1594,English,B1,adjective,acımasız,cruel
1595,English,B2,adverb,acımasızca,cruelly
1596,English,B2,noun,zulüm,cruelty
1597,English,A2,noun,dolaşmak,cruise
1598,English,B2,verb,dolaşmak,cruise
1599,English,B1,noun,ezmek,crush
1600,English,A1,noun,ağlamak,cry
1601,English,A2,verb,ağlamak,cry
1602,English,B2,verb,kristalleşmek/kristalleşmek,crystallize/crystallise
1603,English,B2,noun,küp,cube
1604,English,B2,noun,kübizm,cubism
1605,English,B1,noun,salatalık,cucumber
1606,English,B2,noun,manşet,cuff
1607,English,B2,noun,doruk noktası,culmination
1608,English,B1,verb,yetiştirmek,cultivate
1609,English,B1,adjective,kültürel,cultural
1610,English,B2,adverb,kültürel olarak,culturally
1611,English,A1,noun,kültür,culture
1612,English,A1,noun,bardak,cup
1613,English,A2,noun,büfe,cupboard
1614,English,B1,noun,tedavi,cure
1615,English,B2,verb,tedavi,cure
1616,English,B1,noun,merak,curiosity
1617,English,B1,adjective,meraklı,curious
1618,English,B1,adverb,merakla,curiously
1619,English,B2,noun,kıvırmak,curl
1620,English,B1,adjective,kıvırcık,curly
1621,English,B1,noun,para birimi,currency
1622,English,B1,adjective,akım,current
1623,English,B1,adverb,şu anda,currently
1624,English,B1,noun,Müfredat,curriculum
1625,English,A2,noun,köri,curry
1626,English,A2,noun,küfür,curse
1627,English,B2,noun,imleç,cursor
1628,English,B1,noun,perde,curtain
1629,English,B1,noun,eğri,curve
1630,English,B1,noun,minder,cushion
1631,English,A2,noun,gelenek,custom
1632,English,A2,noun,müşteri,customer
1633,English,B1,noun,gümrük,customs
1634,English,B1,noun,kesmek,cut
1635,English,A1,verb,kesmek,cut
1636,English,A1,adjective,Sevimli,cute
1637,English,B1,noun,Özgeçmiş,CV
1638,English,B2,noun,siber bağımlı,cyberaddict
1639,English,B2,noun,siber kafe/siber kafe,cybercafe/cybercafé
1640,English,B2,noun,siber Suç,cybercrime
1641,English,B2,noun,siber evcil hayvan,cyberpet
1642,English,B2,noun,sanal Okul,cyberschool
1643,English,B2,noun,siberuzay,cyberspace
1644,English,B1,noun,döngü,cycle
1645,English,B1,verb,döngü,cycle
1646,English,A2,noun,bisikletçilik,cycling
1647,English,B2,noun,bisikletçi,cyclist
1648,English,A1,noun,baba,dad
1649,English,A1,noun,babacığım,daddy
1650,English,B2,adjective,aptal,daft
1651,English,A2,adjective,günlük,daily
1652,English,A2,adverb,günlük,daily
1653,English,B1,noun,papatya,daisy
1654,English,A2,noun,baraj,dam
1655,English,B1,noun,zarar,damage
1656,English,B1,verb,zarar,damage
1657,English,B1,adjective,hasarlı,damaged
1658,English,B2,adjective,lanet etmek,damn
1659,English,B2,adverb,lanet etmek,damn
1660,English,B2,interjection,lanet etmek,damn
1661,English,B1,adjective,nemli,damp
1662,English,A1,noun,dans,dance
1663,English,A1,verb,dans,dance
1664,English,A2,noun,dansçı,dancer
1665,English,A1,noun,dans,dancing
1666,English,B2,noun,karahindiba,dandelion
1667,English,A2,noun,tehlike,danger
1668,English,A2,adjective,tehlikeli,dangerous
1669,English,B1,adverb,tehlikeli,dangerously
1670,English,B1,verb,cesaret etmek,dare
1671,English,A1,adjective,karanlık,dark
1672,English,B1,noun,karanlık,darkness
1673,English,B2,adjective,Canım,darling
1674,English,B2,noun,Canım,darling
1675,English,B2,noun,kısa çizgi,dash
1676,English,B2,verb,kısa çizgi,dash
1677,English,B2,noun,veri,data
1678,English,B2,noun,veri tabanı,database
1679,English,A1,noun,tarih,date
1680,English,B1,verb,tarih,date
1681,English,B2,adjective,tarihli,dated
1682,English,B1,noun,flört,dating
1683,English,A1,noun,kız çocuğu,daughter
1684,English,B2,noun,gelin,daughter-in-law
1685,English,B2,noun,şafak,dawn
1686,English,A1,noun,gün,day
1687,English,A2,noun,gün ışığı,daylight
1688,English,B2,noun,gündüz,daytime
1689,English,B1,noun,şaşkınlık,daze
1690,English,B1,noun,göz kamaştırmak,dazzle
1691,English,B2,adjective,Aslında,de facto
1692,English,A2,adjective,ölü,dead
1693,English,B1,noun,son teslim tarihi,deadline
1694,English,B1,adjective,ölümcül,deadly
1695,English,B1,adjective,sağır,deaf
1696,English,A2,noun,anlaşmak,deal
1697,English,B1,verb,anlaşmak,deal
1698,English,B1,noun,satıcı,dealer
1699,English,A1,adjective,Sayın,dear
1700,English,B2,noun,Sayın,dear
1701,English,B2,adverb,canım,dearly
1702,English,A2,noun,ölüm,death
1703,English,A2,noun,çekişme,debate
1704,English,B2,noun,borç,debit
1705,English,B2,verb,borç,debit
1706,English,B2,noun,banka kartı,debit card
1707,English,B1,noun,enkaz,debris
1708,English,B1,noun,borç,debt
1709,English,B2,noun,on yıl,decade
1710,English,B2,verb,çürümek,decay
1711,English,B2,verb,aldatmak,deceive
1712,English,A1,noun,Aralık,December
1713,English,B2,adjective,düzgün,decent
1714,English,B2,adjective,aldatıcı,deceptive
1715,English,A2,verb,karar vermek,decide
1716,English,B1,noun,karar,decision
1717,English,B2,adjective,belirleyici,decisive
1718,English,B2,noun,güverte,deck
1719,English,B1,noun,beyan,declaration
1720,English,B1,verb,ilan etmek,declare
1721,English,B1,noun,reddetmek,decline
1722,English,B2,verb,reddetmek,decline
1723,English,B2,noun,ayrışma,decomposition
1724,English,B2,verb,süslemek,decorate
1725,English,B2,noun,dekorasyon,decoration
1726,English,B2,adjective,dekoratif,decorative
1727,English,B1,noun,azaltmak,decrease
1728,English,B1,verb,azaltmak,decrease
1729,English,B1,verb,adamak,dedicate
1730,English,B2,noun,özveri,dedication
1731,English,B2,verb,sonuç çıkarmak,deduce
1732,English,B2,noun,kesinti,deduction
1733,English,B1,noun,senet,deed
1734,English,B2,verb,düşünmek,deem
1735,English,B2,adjective,derin,deep
1736,English,A2,adverb,derin,deep
1737,English,A2,adverb,derinden,deeply
1738,English,B2,noun,geyik,deer
1739,English,B2,noun,yenmek,defeat
1740,English,B1,verb,yenmek,defeat
1741,English,B1,verb,savunmak,defend
1742,English,B1,noun,defans oyuncusu,defender
1743,English,B1,noun,savunma/savunma,defense/defence
1744,English,B1,noun,eksiklik,deficiency
1745,English,B2,noun,açık,deficit
1746,English,B1,verb,tanımlamak,define
1747,English,B1,adjective,kesin,definite
1748,English,B1,noun,kesin makale,definite article
1749,English,B1,adverb,kesinlikle,definitely
1750,English,B1,noun,tanım,definition
1751,English,B2,noun,ormansızlaşma,deforestation
1752,English,B2,verb,meydan okumak,defy
1753,English,A2,noun,derece,degree
1754,English,B2,verb,insanlıktan çıkarmak / insanlıktan çıkarmak,dehumanize/dehumanise
1755,English,A2,noun,gecikme,delay
1756,English,B1,verb,gecikme,delay
1757,English,B2,noun,temsilci,delegate
1758,English,B1,verb,silmek,delete
1759,English,B2,adjective,"kasten, kasıtlı, planlı",deliberate
1760,English,B2,adverb,kasten,deliberately
1761,English,B2,noun,incelik,delicacy
1762,English,B1,adjective,narin,delicate
1763,English,B2,adverb,nazikçe,delicately
1764,English,A1,adjective,lezzetli,delicious
1765,English,B1,noun,zevk,delight
1766,English,B2,verb,zevk,delight
1767,English,B1,adjective,memnun,delighted
1768,English,B1,adjective,keyifli,delightful
1769,English,B1,verb,teslim etmek,deliver
1770,English,B1,noun,teslimat,delivery
1771,English,B1,noun,talep etmek,demand
1772,English,B1,verb,talep etmek,demand
1773,English,B2,adjective,talep etmek,demanding
1774,English,B1,noun,demokrasi,democracy
1775,English,B1,adjective,demokratik,democratic
1776,English,B2,verb,yıkmak,demolish
1777,English,B1,verb,göstermek,demonstrate
1778,English,B1,noun,gösteri,demonstration
1779,English,B2,noun,kot,denim
1780,English,B2,adjective,yoğun,dense
1781,English,B2,adverb,yoğun bir şekilde,densely
1782,English,B2,adjective,diş,dental
1783,English,A2,noun,dişçi,dentist
1784,English,B1,verb,reddetmek,deny
1785,English,B1,verb,ayrılmak,depart
1786,English,B1,noun,departman,department
1787,English,A2,noun,büyük mağaza,department store
1788,English,B1,noun,kalkış,departure
1789,English,A2,verb,bağlı olmak,depend
1790,English,B2,adjective,güvenilir,dependable
1791,English,B1,adjective,bağımlı,dependent
1792,English,B1,noun,Depozito,deposit
1793,English,B2,verb,Depozito,deposit
1794,English,B1,adjective,bunalımlı,depressed
1795,English,B1,adjective,iç karartıcı,depressing
1796,English,B1,noun,depresyon,depression
1797,English,B1,verb,mahrum etmek,deprive
1798,English,B1,noun,derinlik,depth
1799,English,B2,noun,milletvekili,deputy
1800,English,B1,verb,türetmek,derive
1801,English,B2,verb,inmek,descend
1802,English,A1,verb,betimlemek,describe
1803,English,A2,noun,Tanım,description
1804,English,B2,adjective,tanımlayıcı,descriptive
1805,English,A2,noun,çöl,desert
1806,English,B1,verb,hak etmek,deserve
1807,English,A1,noun,tasarım,design
1808,English,B1,verb,tasarım,design
1809,English,B2,adjective,tasarımcı,designer
1810,English,B1,noun,tasarımcı,designer
1811,English,B2,adjective,arzu edilir,desirable
1812,English,B1,noun,arzu,desire
1813,English,B2,verb,arzu,desire
1814,English,A1,noun,çalışma masası,desk
1815,English,B2,noun,masaüstü,desktop
1816,English,B2,noun,ıssızlık,desolation
1817,English,B1,noun,çaresizlik,despair
1818,English,B1,adjective,çaresiz,desperate
1819,English,B2,adverb,umutsuzca,desperately
1820,English,B2,noun,çaresizlik,desperation
1821,English,B2,verb,tiksinmek,despise
1822,English,B1,preposition,aksine,despite
1823,English,A2,noun,tatlı,dessert
1824,English,B1,noun,varış noktası,destination
1825,English,B2,noun,kader,destiny
1826,English,A2,verb,tahrip etmek,destroy
1827,English,B1,noun,yıkım,destruction
1828,English,B1,adjective,yıkıcı,destructive
1829,English,B2,verb,ayırmak,detach
1830,English,B2,noun,önyargısız olma,detachment
1831,English,A2,noun,detay,detail
1832,English,B2,adjective,detaylı,detailed
1833,English,B2,verb,tespit etmek,detect
1834,English,B1,noun,dedektif,detective
1835,English,B1,noun,kararlılık,determination
1836,English,B1,verb,belirlemek,determine
1837,English,B2,adjective,azimli,determined
1838,English,B2,noun,belirleyici,determiner
1839,English,B1,verb,harap etmek,devastate
1840,English,B1,adjective,yıkıcı,devastating
1841,English,A2,verb,geliştirmek,develop
1842,English,A2,adjective,gelişmiş,developed
1843,English,B2,adjective,gelişen,developing
1844,English,B1,noun,gelişim,development
1845,English,B1,noun,cihaz,device
1846,English,B2,noun,şeytan,devil
1847,English,B2,verb,adamak,devote
1848,English,B2,adjective,sadık,devoted
1849,English,B1,noun,özveri,devotion
1850,English,B1,noun,diyagram,diagram
1851,English,B1,noun,aramak,dial
1852,English,B1,verb,aramak,dial
1853,English,B1,noun,diyalog/diyalog,dialog/dialogue
1854,English,B1,noun,çap,diameter
1855,English,A2,noun,elmas,diamond
1856,English,B1,noun,bebek bezi,diaper
1857,English,B2,noun,ishal/ishal,diarrhea/diarrhoea
1858,English,A2,noun,günlük,diary
1859,English,B2,noun,diktatör,dictator
1860,English,A1,noun,sözlük,dictionary
1861,English,A1,do-verb,yaptı,did
1862,English,A2,verb,ölmek,die
1863,English,A2,noun,diyet,diet
1864,English,B1,verb,farklılık,differ
1865,English,A1,noun,fark,difference
1866,English,A1,adjective,farklı,different
1867,English,A2,adverb,farklı,differently
1868,English,A1,adjective,zor,difficult
1869,English,A2,noun,zorluk,difficulty
1870,English,A1,noun,kazmak,dig
1871,English,B1,verb,kazmak,dig
1872,English,B2,noun,sindirmek,digest
1873,English,B1,adjective,dijital,digital
1874,English,A2,noun,dijital kamera,digital camera
1875,English,B2,verb,onurlandırmak,dignify
1876,English,B2,noun,itibar,dignity
1877,English,B2,noun,ikilem,dilemma
1878,English,B1,noun,çalışkanlık,diligence
1879,English,B1,adjective,gayretli,diligent
1880,English,B2,adjective,loş,dim
1881,English,B2,noun,on sent,dime
1882,English,B2,noun,boyut,dimension
1883,English,A1,noun,yemek odası,dining room
1884,English,A1,noun,akşam yemeği,dinner
1885,English,A2,noun,Dinozor,dinosaur
1886,English,B1,noun,dioksit,dioxide
1887,English,B2,verb,daldırma,dip
1888,English,B2,noun,difteri,diphtheria
1889,English,B2,noun,diploma,diploma
1890,English,B2,noun,diplomat,diplomat
1891,English,A2,adjective,doğrudan,direct
1892,English,B1,verb,doğrudan,direct
1893,English,A2,noun,yön,direction
1894,English,B1,adverb,direkt olarak,directly
1895,English,A2,noun,müdür,director
1896,English,B1,noun,kir,dirt
1897,English,A1,adjective,kirli,dirty
1898,English,B1,noun,sakatlık,disability
1899,English,B1,verb,devre dışı bırakmak,disable
1900,English,B1,adjective,engelli,disabled
1901,English,A2,noun,dezavantaj,disadvantage
1902,English,A2,verb,aynı fikirde olmamak,disagree
1903,English,B1,noun,anlaşmazlık,disagreement
1904,English,A2,verb,yok olmak,disappear
1905,English,B2,noun,kaybolma,disappearance
1906,English,B1,verb,hayal kırıklığına uğratmak,disappoint
1907,English,A2,adjective,hayal kırıklığına uğramış,disappointed
1908,English,A2,adjective,hayal kırıklığı yaratan,disappointing
1909,English,B1,noun,hayal kırıklığı,disappointment
1910,English,B2,noun,onaylamama,disapproval
1911,English,B2,verb,onaylamamak,disapprove
1912,English,B1,noun,felaket,disaster
1913,English,B1,adjective,felaket,disastrous
1914,English,B1,noun,disk jokey/disk jokey,disc jockey/disk jockey
1915,English,B2,noun,deşarj,discharge
1916,English,B2,noun,öğrenci,disciple
1917,English,B2,noun,disiplin,discipline
1918,English,A2,noun,disko,disco
1919,English,B1,noun,rahatsızlık,discomfort
1920,English,B2,verb,bağlantıyı kes,disconnect
1921,English,B1,noun,indirim,discount
1922,English,B1,verb,vazgeçirmek,discourage
1923,English,A2,verb,keşfetmek,discover
1924,English,B1,noun,keşif,discovery
1925,English,B2,verb,itibarsızlaştırmak,discredit
1926,English,B2,verb,ayrımcılık yapmak,discriminate
1927,English,B1,noun,ayrımcılık,discrimination
1928,English,A1,verb,tartışmak,discuss
1929,English,A2,noun,tartışma,discussion
1930,English,B1,noun,hastalık,disease
1931,English,B2,noun,rezalet,disgrace
1932,English,B2,noun,kılık değiştirmek,disguise
1933,English,B2,verb,kılık değiştirmek,disguise
1934,English,B1,adjective,iğrenç,disgusting
1935,English,A1,noun,tabak,dish
1936,English,A2,adjective,sahtekâr,dishonest
1937,English,B2,noun,sahtekârlık,dishonesty
1938,English,B1,noun,bulaşık makinesi,dishwasher
1939,English,B2,verb,hayal kırıklığı,disillusion
1940,English,B1,noun,disk/disk,disk/disc
1941,English,A2,noun,Beğenmemek,dislike
1942,English,B1,verb,Beğenmemek,dislike
1943,English,B2,verb,azletmek,dismiss
1944,English,B2,noun,düzensizlik,disorder
1945,English,B2,adjective,düzensiz,disorderly
1946,English,B2,adjective,dağınık/düzensiz,disorganized/disorganised
1947,English,B2,adjective,vazgeçilebilir,dispensable
1948,English,B2,verb,yerinden etmek,displace
1949,English,A2,noun,görüntülemek,display
1950,English,B1,verb,görüntülemek,display
1951,English,B2,noun,hoşnutsuzluk,displeasure
1952,English,B2,noun,imha etmek,disposal
1953,English,B2,noun,eğilim,disposition
1954,English,B2,noun,anlaşmazlık,dispute
1955,English,B2,verb,diskalifiye etmek,disqualify
1956,English,B2,noun,dikkate almamak,disregard
1957,English,B2,verb,bozmak,disrupt
1958,English,B2,noun,memnuniyetsizlik,dissatisfaction
1959,English,B2,adjective,hoşnutsuz,dissatisfied
1960,English,B2,noun,muhalif,dissident
1961,English,B1,verb,çözünmek,dissolve
1962,English,B1,noun,mesafe,distance
1963,English,B1,adjective,mesafe,distant
1964,English,B1,noun,ayrım,distinction
1965,English,B1,adverb,açıkça,distinctly
1966,English,B1,verb,ayırt etmek,distinguish
1967,English,B2,adjective,seçkin,distinguished
1968,English,B2,noun,çarpıtma,distortion
1969,English,B2,verb,dikkatini dağıtmak,distract
1970,English,B2,noun,dikkati başka yöne çekme,distraction
1971,English,B2,adjective,üzücü,distressing
1972,English,B1,verb,dağıtmak,distribute
1973,English,B1,noun,dağıtım,distribution
1974,English,B2,noun,distribütör,distributor
1975,English,B1,noun,semt,district
1976,English,A2,verb,rahatsız etmek,disturb
1977,English,B1,noun,rahatsızlık,disturbance
1978,English,B1,noun,dalmak,dive
1979,English,B1,verb,dalmak,dive
1980,English,B1,noun,dalgıç,diver
1981,English,B1,adjective,türlü,diverse
1982,English,B2,noun,oyalama,diversion
1983,English,B2,verb,yönlendirmek,divert
1984,English,B1,noun,bölmek,divide
1985,English,A2,verb,bölmek,divide
1986,English,B2,adjective,bölünmüş,divided
1987,English,B1,adjective,ilahi,divine
1988,English,B1,noun,dalış,diving
1989,English,B2,noun,bölüm,division
1990,English,B2,noun,boşanmak,divorce
1991,English,B2,verb,boşanmak,divorce
1992,English,B1,adjective,boşanmış,divorced
1993,English,A2,adjective,başı dönmek,dizzy
1994,English,B1,noun,DJ,DJ
1995,English,B2,noun,DNA,DNA
1996,English,A1,do-verb,Yapmak,do
1997,English,B1,noun,doktor,doc
1998,English,B2,noun,rıhtım,dock
1999,English,A1,noun,doktor/Dr./Dr.,doctor/Dr./Dr
2000,English,B1,noun,belge,document
2001,English,B1,noun,belgesel,documentary
2002,English,A1,do-verb,yapmak,does
2003,English,A1,noun,köpek,dog
2004,English,A1,do-verb,yapmak,doing
2005,English,A1,noun,oyuncak bebek,doll
2006,English,A1,noun,dolar,dollar
2007,English,B1,noun,Yunus,dolphin
2008,English,B2,adjective,yerel,domestic
2009,English,B2,verb,hakim olmak,dominate
2010,English,B2,verb,bağış yapmak,donate
2011,English,B2,noun,bağış,donation
2012,English,A2,do-verb,Tamamlandı,done
2013,English,B2,noun,eşek,donkey
2014,English,B2,noun,kıyamet,doom
2015,English,A1,noun,kapı,door
2016,English,B2,noun,kapıcı,doorkeeper
2017,English,B2,noun,kapı aralığı,doorway
2018,English,B2,noun,yurt,dorm
2019,English,B2,noun,yurt,dormitory
2020,English,B2,noun,doz,dose
2021,English,B1,noun,nokta,dot
2022,English,A2,adjective,çift,double
2023,English,B2,noun,çift,double
2024,English,B2,verb,çift,double
2025,English,B2,adverb,iki kat,doubly
2026,English,A2,noun,şüphe,doubt
2027,English,B2,verb,şüphe,doubt
2028,English,B2,adjective,şüpheli,doubtful
2029,English,B2,noun,güvercin,dove
2030,English,B2,adjective,aşağı,down
2031,English,A1,adverb,aşağı,down
2032,English,A2,preposition,aşağı,down
2033,English,B2,noun,çöküş,downfall
2034,English,B2,noun,indirmek,download
2035,English,A2,verb,indirmek,download
2036,English,B2,verb,küçültmek,downsize
2037,English,B1,adjective,alt kat,downstairs
2038,English,A2,adverb,alt kat,downstairs
2039,English,A2,adverb,şehir merkezi,downtown
2040,English,B1,adjective,aşağı doğru,downward
2041,English,B2,noun,çeyiz,dowry
2042,English,B1,noun,uyuklamak,doze
2043,English,B1,determiner,düzine,dozen
2044,English,B1,noun,düzine,dozen
2045,English,B2,noun,taslak/taslak,draft/draught
